avgRateByFrame,avgRateBytes,maxRate,minRate,avgRate,avgDt,estAvgBufferTime,changes,queueLength,queueLengthInBytes,duration_min,ul_txPackets,ul_txBytes,ul_txOffered,ul_xBytes,ul_rxOfferedthroughput,ul_meanDelay,ul_meanJitter,ul_rxPackets,ul_pdcp_nTxPDUs,ul_pdcp_TxBytes,ul_pdcp_nRxPDUs,ul_pdcp_RxBytes,ul_pdcp_delay_s,ul_pdcp_stdDev_s,ul_pdcp_min_s,ul_pdcp_max_s,ul_pdcp_PduSize,ul_pdcp_stdDev,ul_rlc_nTxPDUs,ul_rlc_TxBytes,ul_rlc_nRxPDUs,ul_rlc_RxBytes,ul_rlc_delay_s,ul_rlc_stdDev_s,ul_rlc_min_s,ul_rlc_max_s,ul_rlc_PduSize,ul_rlc_stdDev,ul_rlc_min,ul_rlc_max,IMSI,cellId,rnti,dl_mac_mcs,dl_mac_TbSize,index_x,sinr,dl_pathLoss_dB,ul_pathLoss_dB,ul_tbSize,ul_mcs,ul_rv,ul_SINR_dB,ul_CQI,ul_corrupt,ul_rv_max,dl_tbSize,dl_mcs,dl_rv,dl_SINR_dB,dl_CQI,dl_corrupt,UL_DCI_rxMac,BSR_txMac,SR_txMac,UL_DCI_rxPhy_x,DL_DCI_rxPhy_x,qoe_YinX_v1,qoe_YinX_v2,nodes
2288,105563,4220,1547,11220,36.5,10.91,3,1026,11540,549,23950,14062141,12.36,14062141,12.29,33.16,0.4028,23950,23950,14110059,23950,14110059,0.03314,0.01258,0.002644,0.0593,589.0,17.16,4510,14156108,4510,14156108,0.002253,7.24e-05,0.00217,0.002956,3136,379.8,15,6430,70,13,1,27.92,2470.0,1140,55.5,-78.4,-78.4,3182,27.98,0.0,38.34,0.0,0.0,0,2470.0,27.92,0.0,55.53,15.0,0.0,4932,4932,109,55360,4092,37.97,23.4,10
2003,91454,4220,1245,11850,41.28,11.86,3,1107,13016,342,25870,15180594,13.34,15180594,13.26,41.78,0.4834,25870,25870,15232328,25870,15232328,0.04175,0.01865,0.003286,0.077,589.0,18.06,5090,15282436,5090,15282436,0.003557,0.001861,0.00217,0.012886,3004,1963.0,18,19310,58,17,6,27.86,1898.0,5617,44.5,-80.3,-80.3,3100,27.67,0.134,27.44,0.13,0.135,2,1899.0,27.84,0.023,44.47,14.97,0.023,6356,6356,122,41400,2988,39.78,24.5,7
3432,151940,9500,1547,28060,46.22,13.11,3,1129,29280,70,57700,33366028,29.94,33366028,29.89,18.52,0.1437,57700,57700,33481472,57700,33481472,0.0185,0.0042,0.003357,0.0305,580.5,69.25,3432,33574700,3432,33574700,0.002617,0.0003161,0.00217,0.00796,9784,3974.0,27,19310,24,23,1,27.97,3310.0,2590,49.3,-81.9,-81.9,10090,27.98,0.002,31.92,0.0,0.002,1,3310.0,27.95,0.0,49.3,15.0,0.0,4384,4384,266,9250,1448,107.5,66.25,2
2388,111239,4220,1547,23780,41.4,12.08,3,1116,27330,111,52320,30716984,26.8,30573760,26.69,24.23,0.2261,52100,52320,30821654,52100,30677942,0.02422,0.006306,0.003786,0.0397,589.0,16.67,4948,30774328,4948,30767896,0.002962,0.0001882,0.002672,0.00796,6220,1662.0,27,19310,34,23,3,27.95,2994.0,2963,51.28,-77.2,-77.2,6684,27.98,0.001,37.22,0.0,0.001,1,2994.0,27.95,0.0,51.28,15.0,0.0,6012,6012,225,17660,1974,94.06,57.9,3
2204,101205,4220,1547,10150,29.45,9.94,3,898,10310,537,21760,12775356,11.15,12708572,11.1,48.8,0.598,21650,21760,12818890,21650,12751878,0.0488,0.02135,0.007786,0.08813,589.0,17.73,6240,12798694,6240,12798694,0.002626,0.0001477,0.002243,0.00789,2050,898.5,12,19310,115,23,6,27.88,1770.0,2035,54.16,-79.44,-79.44,2158,28.0,0.001,35.44,0.0,0.001,1,1771.0,27.88,0.0,54.16,15.0,0.0,6628,6628,100,62750,4150,34.56,21.28,10
2388,111208,4220,1547,15440,68.06,14.92,2,1426,16344,227,32300,18961848,16.94,18961848,16.9,34.88,0.3684,32300,32300,19026468,32300,19026468,0.03488,0.01387,0.002857,0.07715,589.0,17.42,4430,19084616,4430,19084616,0.003511,0.002327,0.00217,0.012955,4304,2186.0,27,19310,45,17,1,27.92,2734.0,3520,44.66,-79.56,-79.56,4584,27.66,0.175,25.16,0.17,0.172,2,2736.0,27.92,0.002,44.62,14.99,0.002,5916,5916,148,28850,2474,50.84,31.39,5
2204,103611,4220,1547,11200,37.0,11.0,3,1026,11710,403,24080,14135388,12.445,14135388,12.375,37.1,0.4324,24080,24080,14183552,24080,14183552,0.03708,0.01403,0.0055,0.07306,589.0,16.45,4536,14229816,4536,14229816,0.002785,0.001465,0.00217,0.012955,3138,476.2,27,8184,31,7,2,27.92,2460.0,5953,46.4,-84.0,-84.0,3176,27.88,0.071,24.98,0.07,0.069,2,2460.0,27.92,0.0,46.4,15.0,0.0,5304,5304,111,49120,3340,37.7,23.22,8
2388,113852,4220,1547,22980,43.7,12.22,3,1126,25940,119,49700,29166196,25.97,29166196,25.86,25.31,0.2054,49700,49700,29265584,49700,29265584,0.0253,0.00663,0.003786,0.03964,589.0,16.88,4390,29350052,4390,29350052,0.002838,0.000807,0.002243,0.00796,6684,2138.0,9,19310,20,13,2,27.95,3384.0,2731,43.22,-84.6,-84.6,6988,27.75,0.022,26.95,0.02,0.021,1,3384.0,27.95,0.0,43.2,15.0,0.0,5400,5400,213,16070,1748,88.94,54.7,3
1699,75573,3080,1547,8660,27.81,9.85,6,876,9176,606,18980,11139606,9.76,11084334,9.67,58.16,0.736,18880,18980,11177562,18880,11122102,0.05814,0.02747,0.003214,0.11536,589.0,17.05,4656,11167704,4652,11161278,0.004745,0.003075,0.00217,0.012955,2400,1616.0,27,19310,96,19,5,27.69,1742.0,1534,44.75,-82.5,-82.5,2468,27.64,0.324,23.8,0.29,0.291,2,1742.0,27.69,0.023,44.75,14.79,0.023,6930,6930,95,61800,3736,28.6,17.58,10
1350,84511,2484,1033,9150,27.42,9.84,7,782,7460,477,15390,9037374,8.1,8892870,10.57,35.8,0.4348,15150,15390,9068166,15150,8923166,0.0358,0.01353,0.002787,0.07227,589.0,16.02,2908,8953967,2906,8952365,0.0025,0.001221,0.00217,0.012955,3080,531.5,18,8016,36,7,1,27.73,2566.0,567,42.38,-80.25,-80.25,3114,27.67,0.046,26.7,0.04,0.045,2,2566.0,27.73,0.0,42.38,15.0,0.0,3354,3354,83,49700,3408,23.16,14.17,9
1699,79579,3080,1547,7756,19.83,8.55,6,663,7170,606,15560,9138959,8.01,9113087,7.95,49.78,0.743,15520,15560,9170085,15520,9144125,0.04977,0.0285,0.005787,0.1648,589.0,15.99,5110,9197304,5104,9182886,0.002985,0.000699,0.00217,0.00796,1800,908.5,7,19310,81,17,10,27.86,1690.0,1529,51.28,-76.6,-76.6,1895,27.98,0.021,33.84,0.02,0.022,1,1690.0,27.86,0.0,51.28,15.0,0.0,5624,5624,101,61800,4104,23.39,14.36,10
2288,105098,4220,1547,16220,73.8,15.81,3,1526,17570,288,34460,20223450,17.89,20223450,17.84,31.77,0.337,34460,34460,20292368,34460,20292368,0.03177,0.01214,0.003357,0.06256,589.0,17.67,5184,20355364,5184,20355364,0.002771,0.00107,0.002243,0.012955,3928,1608.0,15,19310,28,9,3,27.94,2570.0,4682,49.9,-81.2,-81.2,4156,27.88,0.04,31.27,0.04,0.038,2,2572.0,27.94,0.0,49.9,15.0,0.0,6024,6024,156,30020,2656,53.6,33.1,6
2388,107016,4220,1547,19340,63.88,15.33,3,1369,21660,167,41900,24590092,21.47,24523896,21.39,22.64,0.2234,41800,41900,24673888,41800,24607464,0.02263,0.00737,0.003643,0.0438,589.0,16.98,3930,24736504,3928,24678552,0.002922,8.32e-05,0.00217,0.002956,6284,3994.0,27,19310,45,23,4,27.95,2552.0,3047,51.5,-76.6,-76.6,6400,27.98,0.0,34.94,0.0,0.0,0,2552.0,27.95,0.0,51.53,15.0,0.0,4744,4744,183,21520,2156,71.5,43.88,4
2388,107315,4220,1547,23710,39.3,11.98,3,1100,27410,111,52450,30789500,26.89,30759760,26.83,22.33,0.207,52400,52450,30894418,52400,30864576,0.02231,0.006,0.00307,0.0365,589.0,16.7,4732,30983852,4730,30954466,0.002703,9.36e-05,0.002243,0.002956,6544,2108.0,27,19310,2,1,2,27.95,3120.0,2929,60.28,-73.6,-73.6,6732,27.98,0.0,41.7,0.0,0.0,0,3120.0,27.95,0.0,60.28,15.0,0.0,5604,5604,225,17360,1959,94.06,57.9,3
1581,74002,2484,1547,8744,30.69,10.12,6,911,9510,523,19420,11396031,9.95,11270199,9.83,34.62,0.44,19200,19420,11434863,19200,11308603,0.0346,0.0139,0.002928,0.0703,589.0,17.78,3760,11352436,3760,11346010,0.002594,0.001106,0.00217,0.00796,3018,561.5,27,9656,9,1,2,27.9,2434.0,1801,55.0,-73.8,-73.8,3058,27.81,0.039,36.28,0.04,0.039,1,2434.0,27.9,0.0,55.0,15.0,0.0,4280,4280,96,62800,3984,27.94,17.19,10
2388,113198,4220,1547,24220,42.62,12.13,3,1126,27580,119,52350,30736048,27.1,30736048,27.06,23.08,0.1992,52350,52350,30840784,52350,30840784,0.02306,0.00814,0.003357,0.04434,589.0,16.86,4412,30929368,4412,30929368,0.003027,0.001269,0.00253,0.00796,7012,3122.0,27,19310,8,5,2,27.95,2948.0,2719,41.6,-84.0,-84.0,7390,27.84,0.059,28.5,0.06,0.059,1,2948.0,27.95,0.0,41.6,15.0,0.0,5516,5516,224,16980,1989,94.06,57.9,3
2388,106527,4220,1547,14000,53.66,13.74,2,1285,14904,298,29980,17598972,15.39,17552520,15.31,35.97,0.405,29900,29980,17658948,29900,17612338,0.03598,0.01428,0.002857,0.06824,589.0,17.6,5136,17681320,5136,17668942,0.00282,0.00169,0.00217,0.012955,3442,1191.0,17,19310,24,7,1,27.92,2656.0,4458,47.28,-81.5,-81.5,3594,27.94,0.088,29.34,0.09,0.087,2,2656.0,27.94,0.0,47.28,15.0,0.0,6144,6144,137,37200,2932,47.72,29.45,6
2288,105973,4220,1547,10990,35.44,10.86,3,1002,11400,443,23780,13957938,12.18,13814714,12.09,33.47,0.4106,23540,23780,14005502,23540,13861790,0.03348,0.012924,0.00343,0.063,589.0,17.47,4424,13906980,4424,13906980,0.002684,0.000774,0.00217,0.00796,3144,555.0,15,19310,5,1,4,27.94,2092.0,6027,49.78,-82.8,-82.8,3186,27.98,0.021,31.0,0.02,0.021,1,2092.0,27.94,0.0,49.8,15.0,0.0,4924,4924,111,50000,3500,37.97,23.4,8
2122,96939,4220,1245,11200,34.6,10.82,3,1012,12020,410,24740,14519425,12.69,14414421,12.58,35.03,0.421,24560,24740,14568903,24560,14463541,0.03503,0.01372,0.00307,0.06854,589.0,17.28,4560,14517500,4560,14511074,0.002714,0.001353,0.00217,0.012955,3184,573.5,27,14020,47,11,2,27.88,2382.0,5681,50.44,-81.94,-81.94,3234,27.97,0.059,29.77,0.06,0.058,2,2382.0,27.88,0.008,50.44,14.91,0.008,5270,5270,115,49100,3564,37.1,22.84,8
2003,91754,4220,1245,11790,42.2,11.88,3,1126,12850,328,25630,15043941,13.17,15043941,13.16,38.1,0.462,25630,25630,15095209,25630,15095209,0.0381,0.01572,0.004,0.0768,589.0,17.86,4668,15144055,4668,15144055,0.003374,0.002123,0.00217,0.0126,3244,955.5,5,19310,69,19,2,27.81,2412.0,5200,43.53,-82.4,-82.4,3324,27.8,0.152,27.44,0.15,0.151,2,2412.0,27.81,0.018,43.53,14.89,0.015,5940,5940,119,43650,3108,39.78,24.5,7
3352,196642,9500,1245,31630,31.84,11.03,4,888,29300,70,58530,33430952,30.0,33430952,29.92,17.8,0.1276,58530,58530,33548016,58530,33548016,0.01778,0.004772,0.00307,0.03406,573.0,92.0,2870,33641692,2870,33641692,0.002779,0.000604,0.00217,0.00796,11720,5896.0,27,19310,8,7,1,27.95,3920.0,2574,52.75,-79.06,-79.06,12320,27.94,0.018,31.28,0.02,0.019,1,3920.0,27.95,0.0,52.75,15.0,0.0,3936,3936,281,8860,1394,103.56,63.44,2
2308,104513,4220,1245,26060,45.12,12.95,3,1134,29300,76,55260,32342458,29.05,32325406,29.0,21.33,0.1764,55230,55260,32453118,55230,32436008,0.0213,0.008896,0.003643,0.11676,587.0,35.4,3080,32542436,3080,32525638,0.004356,0.002247,0.0026,0.00896,10560,5092.0,27,19310,17,17,2,27.44,3132.0,2465,42.16,-83.5,-83.5,11240,26.72,0.223,21.88,0.22,0.223,1,3138.0,27.45,0.084,42.16,14.5,0.073,5110,5110,243,9784,1299,101.75,62.66,2
2308,110965,4220,1245,23490,43.53,12.35,3,1126,26860,119,51040,29964528,26.67,29964528,26.56,22.39,0.2087,51040,51040,30066636,51040,30066636,0.02237,0.00611,0.00307,0.03635,589.0,16.7,4628,30153808,4628,30153808,0.002693,0.0001446,0.002243,0.00796,6516,2118.0,27,19310,17,11,2,27.95,3116.0,2728,57.5,-76.3,-76.3,6670,27.98,0.0,36.12,0.0,0.001,1,3116.0,27.95,0.0,57.53,15.0,0.0,5490,5490,219,17470,1962,88.3,54.3,3
1699,75702,3080,1547,9620,34.06,10.83,6,984,10540,477,21300,12504427,10.914,12390603,10.81,46.6,0.6064,21100,21300,12547033,21100,12432821,0.0466,0.02245,0.005787,0.0945,589.0,17.06,5840,12526249,5836,12506953,0.002987,0.000961,0.00217,0.00896,2144,1327.0,27,19310,38,9,8,27.83,1649.0,583,53.84,-77.06,-77.06,2260,27.95,0.037,32.44,0.04,0.038,1,1649.0,27.81,0.019,53.84,14.93,0.017,6456,6456,104,54050,3636,34.5,21.25,9
2204,99686,4220,1547,11240,34.03,10.74,3,1009,11810,437,24620,14449272,12.63,14314032,12.484,38.3,0.454,24380,24620,14498506,24380,14362806,0.0383,0.01521,0.007572,0.0793,589.0,16.7,4544,14425613,4544,14409523,0.003265,0.001805,0.00217,0.012886,3172,808.0,27,18690,69,17,4,27.94,2188.0,6379,42.56,-83.9,-83.9,3220,27.84,0.119,24.34,0.12,0.118,2,2188.0,27.94,0.0,42.56,15.0,0.0,5590,5590,114,48770,3288,37.7,23.22,8
2308,103921,4220,1245,21580,47.4,13.24,3,1177,24800,120,47400,27816348,24.3,27674300,24.14,26.05,0.23,47170,47400,27911136,47170,27768604,0.02602,0.0099,0.003,0.05377,589.0,16.97,3934,27848508,3934,27848508,0.004116,0.002098,0.00217,0.00896,7080,3466.0,27,19310,19,13,3,27.78,2612.0,2696,42.9,-84.56,-84.56,7308,27.02,0.194,25.8,0.19,0.194,1,2616.0,27.78,0.041,42.9,14.83,0.041,5764,5764,198,16940,1923,86.3,53.06,3
2388,112407,4220,1547,14700,59.7,13.94,2,1326,15304,267,30460,17874888,16.03,17874888,15.97,32.16,0.3752,30460,30460,17935808,30460,17935808,0.03214,0.012314,0.003286,0.0617,589.0,17.67,5296,17993236,5296,17993236,0.002378,0.0003228,0.00217,0.00796,3396,1034.0,27,19310,41,13,2,27.94,2528.0,4333,53.44,-80.94,-80.94,3538,27.98,0.003,30.88,0.0,0.003,1,2530.0,27.94,0.0,53.44,15.0,0.0,5836,5836,137,35870,2832,47.72,29.45,6
2084,99011,4220,1547,10536,31.81,10.01,3,926,10730,516,22400,13150052,11.74,13150052,11.69,46.3,0.5664,22400,22400,13194862,22400,13194862,0.0463,0.01987,0.00714,0.0925,589.0,17.36,5652,13241372,5652,13241372,0.002857,0.001329,0.00217,0.00796,2344,926.5,27,9656,51,11,4,27.88,1996.0,480,49.44,-80.6,-80.6,2478,27.98,0.06,30.72,0.06,0.06,1,1996.0,27.88,0.0,49.44,15.0,0.0,6404,6404,103,56320,3896,34.12,21.02,9
2388,108405,4220,1547,15144,63.75,14.8,2,1415,16290,342,32380,19007342,16.62,18950306,16.53,35.5,0.3918,32290,32380,19072120,32290,19014890,0.0355,0.01567,0.003714,0.0667,589.0,18.08,4876,19093770,4870,19079298,0.003914,0.00223,0.002672,0.01788,3916,2350.0,3,19310,2,1,6,27.9,2078.0,5057,44.3,-83.4,-83.4,4176,27.66,0.177,25.94,0.16,0.159,3,2078.0,27.9,0.005,44.3,14.96,0.003,6400,6400,143,38140,3236,50.84,31.39,7
1581,70644,2484,1547,9520,33.84,10.86,6,977,10410,516,21070,12366515,10.8,12245975,10.68,33.97,0.4253,20860,21070,12408649,20860,12287699,0.03397,0.01338,0.002714,0.0713,589.0,16.6,3932,12335906,3928,12327869,0.002476,0.001095,0.00217,0.00796,3138,471.8,11,12880,54,11,1,27.9,2526.0,477,51.25,-76.6,-76.6,3186,27.94,0.037,30.92,0.04,0.037,1,2528.0,27.9,0.0,51.25,15.0,0.0,4476,4476,106,56320,3896,31.44,19.34,9
2288,107046,4220,1547,14536,59.47,13.84,3,1326,15400,325,30740,18033916,16.16,18033916,16.1,35.53,0.386,30740,30740,18095374,30740,18095374,0.03552,0.014656,0.00343,0.0676,589.0,17.7,4684,18151688,4684,18151688,0.003563,0.002056,0.00217,0.012955,3876,1885.0,27,19310,17,5,5,27.94,2370.0,5406,48.16,-82.1,-82.1,3994,27.84,0.151,26.95,0.15,0.145,2,2370.0,27.94,0.0,48.16,15.0,0.0,6036,6036,139,36770,2696,47.34,29.22,7
2204,101917,4220,1547,11200,35.44,10.85,3,1026,11840,522,24340,14282916,12.57,14282916,12.52,44.06,0.537,24340,24340,14331588,24340,14331588,0.04404,0.01991,0.00343,0.08826,589.0,17.48,6244,14382318,6244,14382318,0.002722,0.0002078,0.00217,0.007812,2304,1138.0,27,19310,93,21,7,27.89,1894.0,744,53.34,-75.2,-75.2,2418,27.98,0.001,34.97,0.0,0.001,1,1894.0,27.89,0.0,53.38,15.0,0.0,6676,6676,111,52000,3670,37.7,23.22,9
2288,107488,4220,1547,10320,30.19,9.95,3,919,10424,504,22080,12958935,11.4,12958935,11.33,34.25,0.418,22080,22080,13003091,22080,13003091,0.03424,0.013145,0.00307,0.06323,589.0,16.83,4230,13045701,4230,13045701,0.002544,0.0007377,0.00217,0.00796,3084,676.0,27,19310,16,3,3,27.92,2226.0,983,54.6,-75.94,-75.94,3120,27.98,0.019,34.2,0.02,0.018,1,2228.0,27.92,0.0,54.6,15.0,0.0,4696,4696,101,55970,3472,34.88,21.47,9
2204,106801,4220,1547,11660,38.56,11.02,3,1026,11780,437,24450,14345916,12.83,14345916,12.81,44.1,0.522,24450,24450,14394802,24450,14394802,0.04407,0.01945,0.00814,0.08264,589.0,17.2,6040,14445109,6040,14445109,0.002827,0.0001925,0.002386,0.00796,2390,1602.0,27,19310,34,9,7,27.89,1811.0,6350,50.16,-77.94,-77.94,2530,27.98,0.001,33.78,0.0,0.001,1,1812.0,27.89,0.0,50.16,15.0,0.0,6470,6470,112,48670,3554,37.7,23.22,8
2008,89972,3840,1547,11590,40.0,11.8,4,1078,12536,403,25200,14788782,12.96,14739638,12.86,35.25,0.4202,25120,25200,14839178,25120,14789866,0.03522,0.01343,0.003214,0.06555,589.0,17.45,4716,14844583,4710,14838157,0.002747,0.001118,0.002243,0.00796,3148,462.2,15,19100,94,23,3,27.94,2324.0,6018,47.56,-80.5,-80.5,3188,27.98,0.043,32.2,0.04,0.044,1,2324.0,27.94,0.0,47.56,15.0,0.0,5376,5376,117,50020,3780,40.0,24.66,8
2066,91935,4220,1033,22940,45.78,13.13,4,1177,27500,119,51620,30304248,26.47,30304248,26.44,22.08,0.2073,51620,51620,30407508,51620,30407508,0.02206,0.00632,0.00357,0.0381,589.0,16.78,4640,30495462,4640,30495462,0.002462,0.0004804,0.00217,0.01796,6570,2162.0,27,19310,24,15,1,27.86,3238.0,2733,51.03,-78.56,-78.56,6748,27.97,0.006,35.03,0.01,0.006,3,3230.0,27.86,0.0,51.03,14.97,0.0,5540,5540,224,17280,1951,90.4,55.56,3
1927,91516,3840,1245,11010,38.44,10.99,4,1026,11710,449,23580,13845663,12.43,13845663,12.33,50.66,0.568,23580,23580,13892843,23580,13892843,0.05063,0.02057,0.003786,0.08374,589.0,17.27,5820,13941391,5820,13941391,0.003311,0.001392,0.002457,0.00796,2396,1631.0,27,19310,57,15,8,27.89,1782.0,6183,44.78,-81.6,-81.6,2606,27.92,0.078,27.27,0.08,0.078,1,1782.0,27.89,0.002,44.8,15.0,0.002,6790,6790,108,49100,3424,36.28,22.33,8
1581,73825,2484,1547,8780,30.69,10.08,6,926,9620,556,19330,11342013,9.92,11342013,9.9,47.72,0.653,19330,19330,11380661,19330,11380661,0.0477,0.02417,0.00343,0.10443,589.0,17.42,5640,11422538,5640,11422538,0.003088,0.001213,0.00217,0.012955,2025,1320.0,27,19310,102,21,9,27.83,1613.0,2268,44.66,-83.25,-83.25,2112,27.89,0.057,28.28,0.06,0.056,2,1613.0,27.83,0.049,44.62,14.88,0.049,6350,6350,100,59550,3860,27.94,17.19,10
2388,108019,4220,1547,16800,81.6,16.72,2,1626,18430,227,36100,21181772,18.53,21181772,18.48,32.03,0.3372,36100,36100,21253952,36100,21253952,0.032,0.01141,0.003,0.0542,589.0,17.27,5530,21320158,5530,21320158,0.002512,0.0005918,0.00217,0.00796,3856,1304.0,18,19310,34,13,2,27.95,2596.0,3751,48.12,-84.75,-84.75,4148,27.98,0.011,28.7,0.01,0.011,1,2596.0,27.95,0.0,48.12,15.0,0.0,6220,6220,164,29650,2778,57.1,35.25,5
2084,100833,4220,1547,10640,32.47,10.19,3,926,10824,409,22300,13092064,11.67,13092064,11.66,32.7,0.4087,22300,22300,13136678,22300,13136678,0.03268,0.012535,0.003,0.06158,589.0,17.39,4184,13179474,4184,13179474,0.002367,0.0003927,0.00217,0.00796,3150,492.0,24,9656,31,7,2,27.86,2358.0,6433,42.72,-79.25,-79.25,3202,27.98,0.005,26.02,0.0,0.006,1,2358.0,27.88,0.012,42.72,14.97,0.012,4616,4616,111,47740,3384,34.12,21.02,8
1699,75910,3080,1547,10050,33.62,10.84,6,959,10860,437,21860,12832030,11.266,12771466,11.14,44.5,0.5933,21760,21860,12875752,21760,12814982,0.0445,0.02097,0.003143,0.0995,589.0,16.8,3986,12869572,3982,12856720,0.00529,0.00271,0.00217,0.012955,3228,1518.0,27,19310,21,5,4,27.92,2078.0,5851,40.28,-86.0,-86.0,3336,27.28,0.344,20.08,0.34,0.34,2,2078.0,27.94,0.0,40.28,15.0,0.0,6428,6428,108,49730,3240,33.5,20.62,8
2388,107434,4220,1547,19170,64.06,15.31,3,1378,21570,146,41660,24443444,21.36,24301396,21.2,26.39,0.2566,41400,41660,24526740,41400,24384208,0.02638,0.00913,0.003,0.05035,589.0,17.23,4544,24456344,4544,24456344,0.002647,0.001226,0.00217,0.01282,5380,2192.0,13,19310,12,5,1,27.94,2980.0,3200,52.28,-77.5,-77.5,5536,27.7,0.048,36.7,0.05,0.047,2,2980.0,27.94,0.0,52.28,15.0,0.0,5464,5464,182,22700,2168,72.5,44.5,4
2388,108022,4220,1547,16930,81.1,16.81,2,1618,18240,220,35800,21014924,18.38,20942012,18.27,33.1,0.3232,35680,35800,21086540,35680,21013380,0.03308,0.012405,0.00307,0.06116,589.0,17.83,5096,21089792,5092,21078536,0.002613,0.001292,0.00217,0.00796,4140,2148.0,27,19310,25,9,1,27.89,2690.0,3620,44.47,-81.44,-81.44,4508,27.84,0.053,30.05,0.05,0.054,1,2690.0,27.9,0.008,44.47,14.95,0.008,5996,5996,159,28780,2638,57.1,35.25,5
3432,166088,9500,1547,28960,47.75,13.24,3,1151,29280,68,58200,33592096,30.19,33592096,30.16,20.45,0.1608,58200,58200,33708630,58200,33708630,0.02043,0.004646,0.00357,0.02979,579.0,73.94,3624,33803400,3624,33803400,0.002958,0.0001169,0.002886,0.00796,9330,3208.0,27,19310,1,1,2,27.97,3280.0,2593,50.1,-82.6,-82.6,10104,27.98,0.0,32.94,0.0,0.0,1,3284.0,27.95,0.0,50.1,15.0,0.0,4764,4764,267,9330,1484,106.5,65.6,2
1500,69539,2484,1245,10180,36.5,11.03,5,1024,11480,477,22610,13267249,11.64,13267249,11.58,32.66,0.4094,22610,22610,13312453,22610,13312453,0.03265,0.01264,0.002714,0.0608,589.0,16.78,4250,13355847,4250,13355847,0.002445,0.0006,0.00217,0.00796,3144,480.5,24,8044,98,21,2,27.92,2400.0,631,52.88,-75.75,-75.75,3186,27.98,0.012,35.12,0.01,0.012,1,2404.0,27.92,0.0,52.88,15.0,0.0,4724,4724,110,52350,3698,32.34,19.88,9
2388,112098,4220,1547,22960,41.9,12.21,3,1122,26430,119,50750,29793416,26.0,29685924,25.92,24.44,0.2015,50600,50750,29894940,50600,29787080,0.02443,0.00663,0.003,0.03864,589.0,16.7,4396,29872868,4396,29872868,0.002548,0.0007806,0.00217,0.00796,6796,2272.0,27,19310,21,13,1,27.95,3452.0,2730,44.16,-84.8,-84.8,7020,27.89,0.018,33.03,0.02,0.018,1,3452.0,27.95,0.0,44.16,15.0,0.0,5310,5310,219,16070,1748,88.94,54.7,3
3432,170499,9500,1547,33470,24.0,10.0,4,752,29250,42,59260,33547672,30.11,33547672,30.05,17.06,0.10944,59260,59260,33666230,59260,33666230,0.01704,0.003315,0.003,0.023,568.0,104.56,2178,33759624,2178,33759624,0.002956,0.0,0.002956,0.002956,15500,6736.0,23,19310,12,23,1,27.83,3876.0,2363,41.75,-82.75,-82.75,16900,27.98,0.0,31.73,0.0,0.0,0,3876.0,27.83,0.087,41.75,14.73,0.087,3308,3308,298,3420,722,106.6,65.3,1
2106,1193290,4220,1547,15370,0.0,3.45,2,0,0,111,3568,2089929,1.876,1943505,21.92,21.56,0.1917,3312,3568,2097063,3312,1950131,0.02153,0.006546,0.003714,0.0407,588.5,20.92,224,1957190,223,1955588,0.003178,0.001136,0.002243,0.00796,8770,5564.0,27,19310,28,19,3,26.14,2448.0,2957,51.06,-79.0,-79.0,8810,27.9,0.069,32.47,0.07,0.067,2,2448.0,26.12,0.0,51.1,15.0,0.0,313,313,20,5296,1300,7.14,4.27,3
2388,107394,4220,1547,16640,79.8,16.73,2,1613,18290,227,35740,20971908,18.31,20883368,18.22,28.58,0.326,35600,35740,21043380,35600,20954536,0.02856,0.01091,0.003786,0.05386,589.0,17.66,5344,21032524,5340,21019656,0.002436,0.0001189,0.00217,0.002956,3936,1449.0,27,19310,49,19,2,27.95,2598.0,3766,56.9,-74.75,-74.75,4124,28.0,0.0,38.72,0.0,0.0,0,2600.0,27.95,0.0,56.9,15.0,0.0,5950,5950,159,29460,2680,57.1,35.25,5
1699,78771,3080,1547,9330,30.1,10.06,6,917,10210,551,20740,12167895,10.625,12075313,10.555,49.62,0.6553,20580,20740,12209357,20580,12116459,0.04962,0.02301,0.003786,0.1078,589.0,17.78,6390,12163650,6390,12162048,0.002813,0.000479,0.00217,0.00789,1903,887.5,27,19310,63,13,8,27.86,1642.0,1387,48.72,-80.56,-80.56,1999,27.98,0.009,34.16,0.01,0.009,1,1642.0,27.88,0.002,48.72,15.0,0.002,6830,6830,102,62620,4360,30.02,18.45,10
3432,159093,9500,1547,28180,46.78,13.17,3,1139,29260,72,57920,33504158,30.11,33504158,30.08,20.17,0.1565,57920,57920,33620090,57920,33620090,0.02014,0.004448,0.00357,0.0295,580.5,68.44,3492,33714136,3492,33714136,0.002958,8.53e-05,0.00253,0.00796,9650,3722.0,27,19310,1,1,2,27.95,3352.0,2473,49.0,-80.06,-80.06,10360,27.98,0.0,33.2,0.0,0.0,1,3352.0,27.95,0.0,48.97,15.0,0.0,4652,4652,266,9310,1387,106.5,65.6,2
