avgRateByFrame,avgRateBytes,maxRate,minRate,avgRate,avgDt,estAvgBufferTime,changes,queueLength,queueLengthInBytes,duration_min,ul_txPackets,ul_txBytes,ul_txOffered,ul_xBytes,ul_rxOfferedthroughput,ul_meanDelay,ul_meanJitter,ul_rxPackets,ul_pdcp_nTxPDUs,ul_pdcp_TxBytes,ul_pdcp_nRxPDUs,ul_pdcp_RxBytes,ul_pdcp_delay_s,ul_pdcp_stdDev_s,ul_pdcp_min_s,ul_pdcp_max_s,ul_pdcp_PduSize,ul_pdcp_stdDev,ul_rlc_nTxPDUs,ul_rlc_TxBytes,ul_rlc_nRxPDUs,ul_rlc_RxBytes,ul_rlc_delay_s,ul_rlc_stdDev_s,ul_rlc_min_s,ul_rlc_max_s,ul_rlc_PduSize,ul_rlc_stdDev,ul_rlc_min,ul_rlc_max,IMSI,cellId,rnti,dl_mac_mcs,dl_mac_TbSize,index_x,sinr,dl_pathLoss_dB,ul_pathLoss_dB,ul_tbSize,ul_mcs,ul_rv,ul_SINR_dB,ul_CQI,ul_corrupt,ul_rv_max,dl_tbSize,dl_mcs,dl_rv,dl_SINR_dB,dl_CQI,dl_corrupt,UL_DCI_rxMac,BSR_txMac,SR_txMac,UL_DCI_rxPhy_x,DL_DCI_rxPhy_x,qoe_YinX_v1,qoe_YinX_v2,nodes
2008,91730,3840,1547,10680,35.25,10.85,4,1001,11580,426,23410,13737419,11.984,13607131,11.875,52.22,0.572,23180,23410,13784231,23180,13653499,0.05222,0.02303,0.003714,0.0952,589.0,17.28,5150,13699844,5150,13699844,0.003925,0.002092,0.00217,0.012955,2660,2039.0,27,19310,57,15,8,27.88,1765.0,5799,43.06,-81.0,-81.0,2736,27.55,0.183,25.31,0.18,0.184,2,1765.0,27.88,0.0,43.1,15.0,0.0,6760,6760,107,48500,3044,36.88,22.72,8
1261,59375,2134,1547,4570,20.53,7.83,2,726,4320,499,9680,5685386,5.004,5681270,4.98,33.97,0.9062,9670,9680,5704740,9670,5700610,0.03397,0.015564,0.003357,0.1141,589.5,14.055,3192,5726471,3192,5723258,0.003748,0.002289,0.00217,0.012955,1794,710.0,27,9656,46,9,5,27.75,1602.0,2084,39.75,-85.3,-85.3,1854,27.53,0.185,22.06,0.18,0.179,2,1602.0,27.73,0.012,39.75,14.98,0.012,4296,4296,105,58400,3592,11.12,6.87,10
2003,91543,4220,1245,9920,28.66,9.99,3,892,10230,549,21360,12535143,10.95,12399315,10.82,36.78,0.433,21120,21360,12577861,21120,12441571,0.03674,0.01398,0.002714,0.072,589.0,18.12,4010,12489242,4008,12482816,0.002584,0.001343,0.00217,0.012955,3114,415.8,25,4664,10,1,1,27.9,2592.0,1080,46.62,-81.7,-81.7,3156,27.94,0.055,28.56,0.05,0.054,2,2592.0,27.9,0.0,46.62,15.0,0.0,4624,4624,99,62660,4224,33.53,20.62,10
1787,81180,3528,1547,10296,34.56,10.85,5,989,11096,511,22600,13264893,11.59,13149305,11.47,50.06,0.605,22400,22600,13310093,22400,13194111,0.05005,0.02275,0.0035,0.0925,589.0,17.25,5316,13243531,5310,13240327,0.003706,0.002174,0.00217,0.00796,2492,1551.0,27,19310,5,1,5,27.88,1835.0,220,48.5,-81.6,-81.6,2668,27.73,0.17,28.02,0.17,0.17,1,1835.0,27.88,0.019,48.47,14.97,0.019,6830,6830,110,55400,4000,34.62,21.31,9
2204,103286,4220,1547,10504,30.28,9.96,3,917,10770,410,22620,13276506,11.586,13215835,11.555,40.84,0.506,22510,22620,13321748,22510,13260869,0.04083,0.01682,0.002714,0.084,589.0,17.4,4296,13304218,4296,13304218,0.003563,0.002394,0.00217,0.00796,3098,566.0,18,12880,32,7,1,27.9,2624.0,5664,52.88,-74.5,-74.5,3170,27.5,0.186,28.45,0.19,0.186,1,2624.0,27.9,0.0,52.88,15.0,0.0,5700,5700,107,48320,3180,34.56,21.28,8
1406,65080,2484,1245,13210,58.0,13.88,5,1326,15390,293,28980,17008148,15.01,16972280,14.9,36.12,0.4482,28910,28980,17066104,28910,17030116,0.03613,0.0209,0.003286,0.11646,589.0,17.42,3900,17118136,3898,17083424,0.0055,0.002634,0.002243,0.012955,4384,3630.0,27,19310,15,5,4,27.48,2100.0,4599,37.8,-88.4,-88.4,4620,26.81,0.348,19.69,0.35,0.348,2,2100.0,27.48,0.027,37.8,14.78,0.027,6464,6464,138,36860,3042,42.72,26.33,6
2308,107279,4220,1245,26780,46.28,13.06,3,1147,29300,76,56000,32719924,29.39,32699932,29.34,21.84,0.1844,55970,56000,32832056,55970,32811996,0.02182,0.01135,0.003214,0.1204,586.0,41.94,3236,32922626,3232,32903314,0.00433,0.00246,0.00217,0.00896,10180,4676.0,27,19310,18,17,1,27.95,3398.0,2440,50.8,-78.06,-78.06,10560,27.52,0.233,26.02,0.23,0.233,1,3398.0,27.95,0.0,50.8,15.0,0.0,5216,5216,246,10330,1312,101.75,62.66,2
2388,109812,4220,1547,13500,48.94,12.94,2,1225,14184,352,28600,16791768,14.69,16790118,14.66,34.22,0.3994,28600,28600,16848994,28600,16847338,0.0342,0.01302,0.002857,0.0651,589.0,17.86,5250,16903652,5244,16902072,0.002356,0.0007443,0.00217,0.00796,3222,654.0,27,14490,35,9,1,27.94,2572.0,5248,46.38,-80.44,-80.44,3320,27.98,0.017,27.62,0.02,0.016,1,2572.0,27.94,0.0,46.4,15.0,0.0,5816,5816,127,43000,3346,44.6,27.52,7
2308,102233,4220,1245,19070,79.0,17.06,3,1562,21540,171,40700,23892116,20.95,23892116,20.84,29.75,0.2866,40700,40700,23973538,40700,23973538,0.02971,0.01572,0.003,0.06274,589.0,17.66,3304,24041628,3304,24041628,0.00551,0.00313,0.00217,0.012955,7276,5028.0,27,19310,32,15,1,27.92,2772.0,3172,42.6,-83.3,-83.3,7090,27.66,0.378,20.08,0.35,0.347,2,2772.0,27.92,0.007,42.6,14.99,0.007,5730,5730,158,22930,2268,66.8,40.97,4
1699,85662,3080,1547,9100,27.27,9.37,6,826,9496,477,19490,11444476,10.25,11378620,10.11,49.3,0.6885,19380,19490,11483446,19380,11417366,0.0493,0.0305,0.003714,0.1918,589.5,14.7,4092,11521724,4088,11457869,0.005642,0.002813,0.00253,0.01796,2804,3256.0,27,19310,64,15,9,27.23,1637.0,611,34.75,-82.25,-82.25,3070,25.69,0.375,17.67,0.35,0.353,3,1637.0,27.23,0.076,34.75,14.59,0.076,6750,6750,104,52260,3828,26.88,16.52,9
2308,113610,4220,1245,28140,47.06,13.29,3,1148,29300,76,55700,32442372,29.23,32442372,29.2,20.38,0.1456,55700,55700,32553912,55700,32553912,0.02036,0.005226,0.002928,0.03235,584.5,52.3,3302,32644136,3302,32644136,0.002739,0.0008273,0.00217,0.00796,9890,4188.0,27,19310,12,11,1,27.95,3424.0,2434,48.9,-82.3,-82.3,10470,27.84,0.02,30.7,0.02,0.021,1,3424.0,27.95,0.0,48.9,15.0,0.0,4356,4356,259,8990,1362,101.75,62.66,2
1699,81666,3080,1547,9660,32.1,10.13,6,926,10270,516,20830,12225776,10.88,12225776,10.82,34.56,0.4285,20830,20830,12267432,20830,12267432,0.03455,0.01337,0.002857,0.0754,589.0,16.7,3940,12307488,3940,12307488,0.002666,0.001277,0.00217,0.012955,3124,434.2,13,6430,98,21,2,27.84,2348.0,523,46.1,-82.7,-82.7,3164,27.95,0.054,28.64,0.05,0.051,2,2348.0,27.84,0.003,46.1,14.97,0.003,4580,4580,105,53630,3856,30.38,18.69,9
1581,71525,2484,1547,8770,28.78,9.93,6,869,9310,551,19070,11195621,9.85,11195621,9.78,40.22,0.511,19070,19070,11233767,19070,11233767,0.04022,0.01685,0.003286,0.088,589.0,17.02,3712,11270690,3712,11270690,0.003502,0.002386,0.00217,0.012955,3036,508.8,7,6430,30,5,1,27.78,2626.0,1340,45.97,-81.44,-81.44,3094,27.44,0.18,26.36,0.18,0.178,2,2626.0,27.8,0.004,45.97,14.98,0.004,4876,4876,96,61470,4046,27.27,16.77,10
1581,75498,2484,1547,8670,31.98,10.1,6,926,9384,549,18940,11123184,9.805,11123184,9.77,34.75,0.4507,18940,18940,11161086,18940,11161086,0.03476,0.01404,0.00307,0.076,589.0,17.53,3594,11197545,3594,11197545,0.002842,0.0016,0.00217,0.01282,3116,424.2,24,6840,119,23,2,27.9,2394.0,1191,43.78,-82.1,-82.1,3162,27.95,0.085,25.4,0.08,0.084,2,2396.0,27.9,0.0,43.8,15.0,0.0,4300,4300,96,63000,4108,26.83,16.48,10
1946,86458,4220,1033,12280,45.72,12.72,3,1178,13520,409,26990,15838888,13.87,15729520,13.73,47.66,0.4802,26800,26990,15892862,26800,15783122,0.04764,0.02315,0.0035,0.12476,589.0,17.39,4588,15850269,4584,15836767,0.004498,0.003082,0.00217,0.01796,3454,2984.0,27,19310,73,19,8,27.89,1938.0,6487,38.3,-84.94,-84.94,3536,26.84,0.301,21.66,0.24,0.241,3,1939.0,27.89,0.002,38.3,14.99,0.002,6596,6596,121,41470,3020,42.47,26.17,8
2008,95872,3840,1547,10060,31.45,10.13,4,926,10510,598,21420,12579089,11.19,12579089,11.08,52.2,0.636,21420,21420,12621951,21420,12621951,0.0522,0.02254,0.003786,0.09076,589.0,16.84,6500,12669046,6500,12669046,0.002932,4.64e-05,0.002243,0.002956,1949,991.0,27,17710,51,11,10,27.89,1613.0,1739,52.62,-76.7,-76.7,2100,28.0,0.0,38.8,0.0,0.0,0,1613.0,27.89,0.0,52.62,15.0,0.0,6920,6920,99,61630,4364,33.75,20.78,10
2204,101380,4220,1547,11790,41.78,11.84,3,1121,12610,413,25710,15091098,13.17,15040815,13.125,41.3,0.4854,25630,25710,15142526,25630,15092071,0.04132,0.01758,0.0035,0.07495,589.0,17.77,5890,15143807,5890,15143807,0.002714,0.000482,0.002243,0.00796,2572,1227.0,22,14490,92,23,5,27.89,2015.0,6596,48.66,-83.44,-83.44,2694,27.98,0.007,27.05,0.01,0.007,1,2015.0,27.89,0.0,48.62,15.0,0.0,6376,6376,118,47460,3582,40.8,25.16,8
2204,100387,4220,1547,11060,34.5,10.84,3,993,11500,511,23860,14006242,12.25,13944750,12.164,49.5,0.574,23760,23860,14053966,23760,13992264,0.0495,0.02083,0.003786,0.0877,589.0,16.86,6076,14056350,6070,14041878,0.003181,0.001142,0.002386,0.00796,2312,1475.0,27,19310,46,11,9,27.89,1712.0,269,51.25,-78.25,-78.25,2460,27.94,0.051,32.66,0.05,0.051,1,1712.0,27.9,0.0,51.25,15.0,0.0,6852,6852,108,54660,3872,37.7,23.22,9
2388,107492,4220,1547,13336,47.16,12.74,2,1207,14184,352,28750,16869596,14.75,16840196,14.69,33.25,0.3943,28700,28750,16927088,28700,16897588,0.03323,0.01254,0.0035,0.06042,589.0,17.98,5240,16971916,5236,16952612,0.002787,0.0003374,0.002243,0.00796,3238,647.0,27,16100,38,11,5,27.94,2248.0,5259,53.66,-79.2,-79.2,3298,27.98,0.004,34.8,0.0,0.004,1,2248.0,27.94,0.0,53.62,15.0,0.0,5750,5750,129,42940,3364,44.6,27.52,7
2008,92215,3840,1547,9820,29.31,9.83,4,902,10170,606,21280,12486826,10.945,12399214,10.82,48.75,0.6245,21120,21280,12529376,21120,12441466,0.04874,0.0243,0.00343,0.1037,589.0,17.55,5980,12490063,5980,12486859,0.003073,0.001118,0.00217,0.00796,2088,1471.0,27,19310,72,15,9,27.88,1644.0,1518,50.44,-78.75,-78.75,2188,27.95,0.05,30.78,0.05,0.05,1,1644.0,27.88,0.0,50.44,15.0,0.0,6676,6676,98,60670,3704,33.75,20.78,10
2308,108728,4220,1245,18910,84.25,17.12,3,1614,21180,166,40600,23827644,20.86,23813532,20.77,27.06,0.275,40580,40600,23908844,40580,23894684,0.02704,0.00907,0.003786,0.0607,589.0,17.38,4532,23975068,4532,23965420,0.003212,0.001305,0.00217,0.00896,5290,1978.0,27,19310,37,19,4,27.95,2466.0,3087,47.1,-78.94,-78.94,5490,27.9,0.07,34.44,0.07,0.072,1,2466.0,27.95,0.005,47.1,14.99,0.005,5644,5644,181,23840,2256,62.66,38.38,4
2388,108265,4220,1547,15040,64.25,14.59,2,1426,15940,262,31860,18693680,16.53,18693680,16.47,29.77,0.346,31860,31860,18757388,31860,18757388,0.02975,0.01151,0.00343,0.06192,589.0,17.86,4890,18815862,4890,18815862,0.002657,0.000728,0.00217,0.00796,3850,1579.0,6,19310,57,19,4,27.94,2244.0,4425,53.56,-78.2,-78.2,4008,27.98,0.019,30.64,0.02,0.019,1,2244.0,27.94,0.0,53.56,15.0,0.0,5560,5560,152,32770,2770,50.84,31.39,6
2308,103362,4220,1245,26500,44.3,12.86,3,1130,29280,75,56450,32976024,29.69,32911344,29.55,23.25,0.1772,56320,56450,33088960,56320,33024060,0.02322,0.01304,0.003214,0.1344,586.5,41.3,3104,33180156,3100,33117332,0.004272,0.00248,0.00217,0.01796,10690,5424.0,27,19310,18,17,1,27.86,3534.0,2536,42.44,-83.94,-83.94,11400,26.02,0.237,19.03,0.23,0.235,3,3538.0,27.86,0.024,42.44,14.92,0.024,5040,5040,244,9540,1310,101.75,62.66,2
2388,111659,4220,1547,20140,42.6,12.38,3,1105,22500,167,43550,25566164,22.33,25489972,22.23,25.55,0.26,43420,43550,25653288,43420,25576836,0.02553,0.00805,0.003786,0.0448,589.0,17.02,4890,25662328,4884,25652680,0.002941,5.43e-05,0.002457,0.002956,5252,2002.0,27,19310,5,3,4,27.95,2478.0,3343,57.2,-72.4,-72.4,5450,27.98,0.0,37.12,0.0,0.0,0,2478.0,27.95,0.0,57.2,15.0,0.0,5730,5730,187,23330,2368,78.6,48.28,4
2084,98580,4220,1547,12380,44.8,11.96,3,1126,13160,328,26300,15440310,13.79,15440310,13.77,43.53,0.4846,26300,26300,15492928,26300,15492928,0.04352,0.01868,0.003714,0.0777,589.0,17.84,5710,15545301,5710,15545301,0.003082,0.0009327,0.00217,0.00896,2722,1904.0,27,19310,78,23,7,27.89,1851.0,5219,47.4,-83.5,-83.5,2956,27.98,0.035,30.64,0.03,0.035,1,1851.0,27.9,0.0,47.4,15.0,0.0,6450,6450,122,42700,3292,40.38,24.89,7
2388,107567,4220,1547,15220,62.97,14.78,2,1411,16690,213,33180,19476490,17.0,19413822,16.94,36.62,0.3716,33100,33180,19542856,33100,19479974,0.03662,0.0186,0.002857,0.1133,589.0,17.0,4176,19571134,4172,19540564,0.004368,0.002846,0.00217,0.012955,4684,3598.0,27,19310,55,21,1,27.73,2664.0,3950,45.38,-84.0,-84.0,4970,26.19,0.275,19.89,0.26,0.262,2,2664.0,27.73,0.024,45.38,14.91,0.024,6264,6264,148,28770,2576,50.84,31.39,5
2308,102942,4220,1245,18060,88.6,17.56,2,1704,19940,216,38850,22795480,19.92,22653432,19.77,27.34,0.2727,38600,38850,22873156,38600,22730624,0.02733,0.00861,0.003714,0.0488,589.0,16.81,4550,22811196,4548,22798328,0.002956,0.000851,0.002243,0.012955,5012,1579.0,23,19310,17,7,4,27.83,2562.0,4038,47.4,-79.56,-79.56,5196,27.95,0.028,29.4,0.03,0.028,2,2562.0,27.84,0.062,47.4,14.9,0.062,5412,5412,173,26560,2492,59.62,36.8,5
2008,95494,3840,1547,10240,31.11,10.03,4,926,10616,580,21980,12900702,11.38,12900702,11.36,42.8,0.519,21980,21980,12944664,21980,12944664,0.0428,0.01822,0.003357,0.08923,589.0,17.44,4960,12988877,4960,12988877,0.002954,0.001419,0.00217,0.01274,2618,1047.0,27,19310,106,21,5,27.86,2102.0,1304,51.78,-77.9,-77.9,2666,27.94,0.072,30.12,0.07,0.072,2,2102.0,27.86,0.0,51.8,15.0,0.0,5736,5736,104,53280,3448,33.75,20.78,10
2388,108899,4220,1547,16640,73.75,15.86,2,1526,17740,220,34750,20396856,17.98,20396856,17.94,33.22,0.323,34750,34750,20466366,34750,20466366,0.0332,0.01202,0.0045,0.05807,589.0,17.64,4800,20529044,4800,20529044,0.002798,0.001594,0.00217,0.01274,4276,1921.0,27,19310,50,19,1,27.94,2798.0,3825,42.7,-82.44,-82.44,4490,27.77,0.079,26.4,0.08,0.079,2,2802.0,27.94,0.009,42.7,14.98,0.009,5816,5816,155,28220,2500,53.97,33.34,5
2122,96804,4220,1245,16090,75.4,15.81,3,1526,17710,155,34600,20324670,18.11,20304090,18.05,29.25,0.3296,34560,34600,20393854,34560,20373204,0.02922,0.01646,0.003214,0.1326,589.5,12.03,3560,20453350,3556,20434046,0.004528,0.002886,0.00217,0.01796,5748,3060.0,21,19310,35,17,2,27.86,2578.0,3417,42.53,-86.25,-86.25,5920,27.0,0.296,20.81,0.27,0.272,3,2578.0,27.88,0.01,42.53,14.95,0.008,5576,5576,182,21940,2108,52.7,32.53,4
3432,174458,9500,1547,28580,44.34,12.46,3,1101,29250,70,58140,33613210,30.17,33594390,30.11,21.89,0.1443,58100,58140,33729572,58100,33710692,0.02187,0.00755,0.00357,0.1086,580.0,70.5,3114,33823236,3112,33804664,0.003231,0.001144,0.00253,0.00896,10856,4980.0,27,19310,15,15,2,27.95,4006.0,2415,37.62,-85.0,-85.0,11650,27.94,0.048,25.58,0.05,0.048,1,4010.0,27.95,0.0,37.62,15.0,0.0,4440,4440,259,8480,1196,98.25,60.47,2
3352,193487,9500,1245,30820,38.8,11.7,4,1014,29280,40,58900,33721476,30.27,33648564,30.12,20.5,0.1322,58780,58900,33839290,58780,33766130,0.02048,0.011475,0.003643,0.132,574.5,88.5,2344,33932480,2340,33860536,0.003794,0.001871,0.002956,0.00896,14470,6470.0,27,19310,8,15,1,27.92,4132.0,2311,41.88,-85.94,-85.94,15736,26.44,0.155,22.0,0.16,0.155,1,4140.0,27.94,0.056,41.88,14.94,0.056,4108,4108,277,4220,622,95.75,58.6,1
1581,76738,2484,1547,8550,33.0,10.19,6,926,9110,523,18420,10806015,9.61,10806015,9.6,32.62,0.4104,18420,18420,10842839,18420,10842839,0.03262,0.01265,0.002714,0.0636,589.0,18.34,3480,10878226,3480,10878226,0.002258,0.0001843,0.00217,0.00796,3126,449.8,27,14490,80,15,1,27.89,2556.0,1870,55.88,-74.44,-74.44,3168,27.98,0.001,35.88,0.0,0.001,1,2556.0,27.89,0.0,55.88,15.0,0.0,3836,3836,94,61250,3940,26.45,16.27,10
1581,75690,2484,1547,10104,38.28,11.03,6,1026,11000,437,21810,12802602,11.266,12802602,11.24,33.62,0.412,21810,21810,12846226,21810,12846226,0.03363,0.01284,0.002787,0.0646,589.0,17.22,4110,12888127,4110,12888127,0.00231,0.0005774,0.00217,0.00796,3132,435.0,27,6430,80,19,1,27.77,2606.0,6384,45.3,-84.44,-84.44,3182,27.95,0.01,24.77,0.01,0.01,1,2612.0,27.8,0.03,45.3,14.88,0.03,4572,4572,110,46720,3432,31.8,19.56,8
2388,106632,4220,1547,19500,54.84,14.37,3,1258,21700,171,42340,24852186,21.69,24728366,21.58,27.33,0.2751,42140,42340,24936876,42140,24812634,0.0273,0.0098,0.003,0.05478,589.0,17.17,4828,24905316,4824,24886016,0.003218,0.001181,0.002314,0.00896,5156,2164.0,10,19310,33,17,4,27.81,2434.0,3179,42.8,-83.9,-83.9,5612,27.92,0.057,25.27,0.06,0.058,1,2434.0,27.81,0.07,42.8,14.77,0.07,5960,5960,188,24020,2440,73.5,45.12,4
2003,95089,4220,1245,11020,38.3,10.94,3,1026,11496,443,23540,13810893,12.336,13804085,12.31,38.22,0.4607,23520,23540,13857955,23520,13851123,0.0382,0.01688,0.003,0.114,589.0,17.33,4344,13902913,4340,13896479,0.0033,0.001802,0.00217,0.012955,3202,932.0,5,19310,29,7,4,27.94,2140.0,6051,44.8,-82.8,-82.8,3254,27.69,0.122,25.52,0.12,0.121,2,2140.0,27.94,0.002,44.8,15.0,0.002,5370,5370,113,45100,3142,36.66,22.56,8
1581,74707,2484,1547,8780,31.66,10.14,6,926,9544,598,19280,11312294,9.98,11312294,9.92,46.47,0.623,19280,19280,11350842,19280,11350842,0.04645,0.02258,0.002928,0.09576,589.0,18.11,5510,11392399,5510,11392399,0.0027,0.001096,0.00217,0.00796,2066,749.0,27,9656,7,1,4,27.86,1822.0,1683,50.1,-80.4,-80.4,2108,27.98,0.041,32.38,0.04,0.042,1,1822.0,27.86,0.0,50.1,15.0,0.0,6116,6116,95,65180,4080,27.94,17.19,10
1927,90010,3840,1245,8910,23.8,9.06,4,789,8940,499,18860,11070615,9.66,11003831,9.61,61.7,0.73,18750,18860,11108341,18750,11041329,0.06168,0.02948,0.003,0.1234,589.0,17.75,4776,11080160,4776,11080160,0.00455,0.002974,0.00217,0.012955,2320,1706.0,18,19310,76,15,5,27.5,1755.0,2114,41.97,-85.44,-85.44,2432,26.16,0.307,18.81,0.28,0.28,2,1756.0,27.5,0.029,41.97,14.76,0.029,6984,6984,93,62200,3452,30.05,18.45,10
2204,102268,4220,1547,11320,35.94,10.78,3,1026,11890,437,24430,14337336,12.68,14337336,12.6,39.44,0.478,24430,24430,14386194,24430,14386194,0.03943,0.01617,0.0045,0.0911,589.0,17.75,4584,14433139,4584,14433139,0.003386,0.002241,0.00217,0.012955,3148,892.0,27,19310,71,17,2,27.42,2408.0,6377,43.5,-82.3,-82.3,3214,27.56,0.162,23.05,0.16,0.156,2,2408.0,27.44,0.014,43.53,14.9,0.014,5868,5868,112,48770,3288,37.7,23.22,8
2204,98353,4220,1547,10610,33.3,10.74,3,980,10890,463,23040,13519363,11.805,13414359,11.7,47.1,0.5938,22850,23040,13565433,22850,13460071,0.0471,0.02217,0.00357,0.0955,589.0,17.52,6410,13524037,6410,13509565,0.002832,0.0004907,0.002314,0.012955,2108,1460.0,17,19310,20,5,8,27.83,1723.0,889,47.94,-79.9,-79.9,2260,27.98,0.008,31.6,0.01,0.008,2,1723.0,27.83,0.006,47.9,14.95,0.004,6856,6856,104,56100,3774,37.7,23.22,9
2288,102517,4220,1547,14770,62.06,14.73,3,1391,16080,303,31970,18762332,16.38,18619108,16.27,32.3,0.3809,31730,31970,18826264,31730,18682552,0.03232,0.01227,0.003214,0.06107,589.0,17.02,5624,18742592,5624,18742592,0.002537,0.0001785,0.00217,0.00796,3332,820.0,27,19310,58,19,3,27.95,2312.0,4208,45.72,-82.4,-82.4,3428,27.98,0.001,31.31,0.0,0.001,1,2312.0,27.95,0.0,45.72,15.0,0.0,6176,6176,145,38050,3284,50.47,31.16,6
1699,76148,3080,1547,8750,28.56,10.02,6,869,9280,568,19180,11260728,9.85,11166896,9.74,33.94,0.4148,19020,19180,11299100,19020,11204948,0.03394,0.01309,0.002857,0.0703,589.0,17.73,3612,11248044,3608,11241618,0.00231,0.0006566,0.00217,0.012955,3114,429.0,27,4824,120,23,1,27.89,2588.0,1670,51.97,-79.06,-79.06,3150,27.94,0.012,33.06,0.01,0.01,2,2588.0,27.89,0.0,51.97,15.0,0.0,4016,4016,97,60740,3932,28.52,17.55,10
2204,101528,4220,1547,13030,49.94,12.82,3,1226,14080,342,28160,16529523,14.49,16529523,14.47,33.84,0.3977,28160,28160,16585851,28160,16585851,0.03384,0.012695,0.003357,0.064,589.0,17.25,5212,16639702,5212,16639702,0.00267,0.0003505,0.002243,0.00796,3192,545.5,10,12880,60,17,4,27.94,2338.0,5027,42.16,-84.7,-84.7,3260,27.98,0.004,29.88,0.0,0.004,1,2338.0,27.94,0.0,42.16,15.0,0.0,5716,5716,130,42800,3396,43.9,27.1,7
1706,79631,3528,1245,9680,29.83,10.01,5,922,10530,499,21140,12402826,10.82,12371754,10.81,33.66,0.4124,21070,21140,12445092,21070,12413912,0.03363,0.01294,0.003714,0.0646,589.0,17.56,4028,12454565,4028,12454565,0.002455,0.0006437,0.00217,0.00796,3092,519.5,3,17710,99,19,2,27.77,2316.0,2131,45.25,-81.8,-81.8,3132,27.98,0.014,28.27,0.01,0.014,1,2318.0,27.77,0.02,45.25,14.96,0.02,4450,4450,97,62940,4332,31.9,19.62,10
1787,81737,3528,1547,10220,35.47,10.82,5,1004,11020,511,22530,13218309,11.55,13102721,11.43,46.0,0.587,22320,22530,13263353,22320,13147371,0.046,0.02081,0.0035,0.0867,589.0,17.97,6070,13198486,6070,13195282,0.002844,0.000705,0.00217,0.00796,2174,1243.0,27,19310,3,1,7,27.89,1712.0,222,51.25,-77.56,-77.56,2274,27.98,0.019,34.3,0.02,0.018,1,1712.0,27.89,0.0,51.25,15.0,0.0,6596,6596,111,55400,4000,35.62,21.94,9
2388,115844,4220,1547,22000,37.62,11.34,3,1026,24530,118,47200,27702126,24.81,27674986,24.75,26.64,0.2192,47170,47200,27796524,47170,27769290,0.02661,0.01116,0.00343,0.1135,589.0,16.69,3944,27876188,3944,27849516,0.003477,0.002132,0.00217,0.01796,7064,3176.0,27,19310,11,7,2,27.53,3182.0,2758,42.84,-78.4,-78.4,7884,27.36,0.156,26.08,0.14,0.136,3,3182.0,27.53,0.031,42.84,14.72,0.029,5400,5400,201,15864,1745,80.6,49.56,3
1406,67007,2484,1245,8340,32.16,10.19,6,926,9176,568,18270,10724362,9.52,10724362,9.47,50.88,0.6655,18270,18270,10760904,18270,10760904,0.05084,0.02449,0.003357,0.1123,589.0,17.31,4600,10798753,4600,10798753,0.003845,0.002369,0.00217,0.012886,2348,1261.0,27,19310,17,3,4,27.81,1806.0,1573,45.34,-82.56,-82.56,2472,27.47,0.202,23.66,0.2,0.201,2,1806.0,27.81,0.0,45.38,14.98,0.0,6124,6124,94,59460,3728,24.27,14.9,10
1064,50393,1547,1245,7616,45.12,11.91,7,1126,8580,499,16370,9608545,8.6,9608545,8.52,53.3,0.744,16370,16370,9641285,16370,9641285,0.0533,0.02676,0.003357,0.1125,589.0,17.5,3860,9674499,3860,9674499,0.005157,0.002918,0.00217,0.013954,2506,1890.0,27,19310,17,3,4,27.67,1816.0,2053,36.4,-86.44,-86.44,2708,25.98,0.346,18.97,0.33,0.33,2,1816.0,27.66,0.015,36.4,14.95,0.015,6150,6150,96,55330,3552,20.69,12.67,10
2288,121056,4220,1547,7710,12.9,6.62,3,526,6148,342,14880,8741968,7.69,8729032,7.66,37.3,0.689,14856,14880,8771724,14856,8758744,0.0373,0.02415,0.003643,0.1415,589.5,13.37,3424,8801643,3418,8791177,0.004185,0.00226,0.00217,0.012955,2572,1987.0,27,19310,8,3,7,27.81,1691.0,5065,45.88,-81.56,-81.56,2602,27.42,0.219,23.6,0.21,0.213,2,1691.0,27.81,0.03,45.88,14.91,0.03,4852,4852,119,41470,2828,21.38,13.1,7
2008,96071,3840,1547,10120,31.39,9.97,4,926,10360,580,21470,12605735,11.05,12605735,11.02,35.16,0.4517,21470,21470,12648695,21470,12648695,0.03516,0.01549,0.003214,0.08466,589.0,18.27,4496,12691023,4496,12691023,0.00242,0.000307,0.00217,0.00796,2824,786.0,17,9656,117,23,4,27.83,2264.0,1313,58.3,-75.4,-75.4,2880,27.98,0.003,37.8,0.0,0.003,1,2264.0,27.83,0.0,58.3,15.0,0.0,4920,4920,107,51300,3328,33.75,20.78,10
2084,93396,4220,1547,10776,33.75,10.86,3,975,11200,516,23120,13566301,11.93,13566301,11.836,50.6,0.587,23120,23120,13612529,23120,13612529,0.0506,0.02031,0.00871,0.0868,589.0,17.23,6384,13661772,6384,13661772,0.002949,0.000502,0.00253,0.00796,2140,1124.0,27,19310,100,23,9,27.89,1671.0,539,42.62,-82.25,-82.25,2294,27.98,0.01,29.16,0.01,0.009,1,1671.0,27.89,0.0,42.62,15.0,0.0,6910,6910,106,55170,3868,37.25,22.95,9
